State,District,Market,Commodity,y,ds
Maharashtra,Ahmednagar,Shrirampur APMC,Cabbage,800.0,2026-02-12
Maharashtra,Ahmednagar,Rahuri(Vambori) APMC,Onion,1000.0,2026-02-12
Maharashtra,Nagpur,Hingna APMC,Potato,1400.0,2026-02-12
Maharashtra,Thane,Kalyan APMC,Garlic,10000.0,2026-02-12
Maharashtra,Nagpur,Nagpur APMC,Onion,1850.0,2026-02-12
Maharashtra,Nagpur,Nagpur APMC,Cabbage,450.0,2026-02-12
Maharashtra,Kolhapur,Vadgaonpeth APMC,Carrot,1800.0,2026-02-12
Maharashtra,Pune,Pune(Khadiki) APMC,Tomato,1000.0,2026-02-12
Maharashtra,Chattrapati Sambhajinagar,Lasur Station APMC,Onion,800.0,2026-02-12
Maharashtra,Sangli,Islampur APMC,Green Chilli,6800.0,2026-02-12
Maharashtra,Pune,Pune APMC,Green Chilli,5500.0,2026-02-12
Maharashtra,Nashik,Ghoti APMC,Tomato,1900.0,2026-02-12
Maharashtra,Jalgaon,Jalgaon APMC,Onion,975.0,2026-02-12
Maharashtra,Sangli,Vita APMC,Green Chilli,6500.0,2026-02-12
Maharashtra,Mumbai,Mumbai APMC,Carrot,1400.0,2026-02-12
Maharashtra,Nagpur,Kamthi APMC,Cabbage,1290.0,2026-02-12
Maharashtra,Pune,Pune(Manjri) APMC,Tomato,2000.0,2026-02-12
Maharashtra,Pune,Pune(Pimpri) APMC,Onion,1500.0,2026-02-12
Maharashtra,Ahmednagar,Ahmednagar APMC,Green Chilli,7250.0,2026-02-12
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Potato,1200.0,2026-02-12
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Onion,900.0,2026-02-12
Maharashtra,Satara,Karad APMC,Green Chilli,3500.0,2026-02-12
Maharashtra,Pune,Khed(Chakan) APMC,Cabbage,800.0,2026-02-12
Maharashtra,Sholapur,Akluj APMC,Carrot,2000.0,2026-02-12
Maharashtra,Satara,Karad APMC,Onion,1500.0,2026-02-12
Maharashtra,Nagpur,Kalmeshwar APMC,Cabbage,810.0,2026-02-12
Maharashtra,Pune,Pune(Moshi) APMC,Tomato,1250.0,2026-02-12
Maharashtra,Pune,Pune(Khadiki) APMC,Potato,1000.0,2026-02-12
Maharashtra,Ahmednagar,Ahmednagar APMC,Garlic,7000.0,2026-02-12
Maharashtra,Pune,Khed APMC,Cabbage,800.0,2026-02-12
Maharashtra,Sangli,Vita APMC,Onion,1350.0,2026-02-12
Maharashtra,Ratnagiri,Ratnagiri (Nachane) APMC,Green Chilli,6500.0,2026-02-12
Maharashtra,Ahmednagar,Rahata APMC,Garlic,8000.0,2026-02-12
Maharashtra,Pune,Junnar(Narayangaon) APMC,Tomato,1000.0,2026-02-12
Maharashtra,Pune,Pune(Manjri) APMC,Green Chilli,6000.0,2026-02-12
Maharashtra,Pune,Junnar(Narayangaon) APMC,Cabbage,450.0,2026-02-12
Maharashtra,Nashik,Nasik APMC,Cabbage,833.0,2026-02-12
Maharashtra,Pune,Pune(Moshi) APMC,Green Chilli,5000.0,2026-02-12
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Onion,1500.0,2026-02-12
Maharashtra,Pune,Khed(Chakan) APMC,Tomato,1100.0,2026-02-12
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,805.0,2026-02-12
Maharashtra,Sangli,Islampur APMC,Onion,1200.0,2026-02-12
Maharashtra,Ahmednagar,Rahuri APMC,Garlic,9000.0,2026-02-12
Maharashtra,Pune,Khed(Chakan) APMC,Green Chilli,6500.0,2026-02-12
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Potato,900.0,2026-02-12
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market) APMC",Onion,1012.0,2026-02-12
Maharashtra,Nashik,Ghoti APMC,Cabbage,900.0,2026-02-12
Maharashtra,Pune,Pune(Khadiki) APMC,Green Chilli,3250.0,2026-02-12
Maharashtra,Pune,Pune(Manjri) APMC,Potato,1800.0,2026-02-12
Maharashtra,Pune,Junnar(Narayangaon) APMC,Potato,850.0,2026-02-12
Maharashtra,Jalgaon,Bhusaval APMC,Onion,1200.0,2026-02-12
Maharashtra,Nashik,Nasik APMC,Tomato,625.0,2026-02-12
Maharashtra,Chattrapati Sambhajinagar,Vaijpur APMC,Onion,1100.0,2026-02-12
Maharashtra,Pune,Pune APMC,Tomato,1100.0,2026-02-12
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Potato,1100.0,2026-02-12
Maharashtra,Nashik,Satana APMC,Onion,1010.0,2026-02-12
Maharashtra,Satara,Satara APMC,Carrot,1500.0,2026-02-12
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda) APMC,Onion,975.0,2026-02-12
Maharashtra,Kolhapur,Kolhapur APMC,Onion,1000.0,2026-02-12
Maharashtra,Nagpur,Nagpur APMC,Tomato,1025.0,2026-02-12
Maharashtra,Nashik,Nasik APMC,Green Chilli,7000.0,2026-02-12
Maharashtra,Jalgaon,Jalgaon APMC,Potato,1000.0,2026-02-12
Maharashtra,Pune,Pune(Moshi) APMC,Carrot,2500.0,2026-02-12
Maharashtra,Sangli,Islampur APMC,Tomato,1250.0,2026-02-12
Maharashtra,Pune,Junnar APMC,Onion,900.0,2026-02-12
Maharashtra,Nagpur,Nagpur APMC,Carrot,1350.0,2026-02-12
Maharashtra,Nagpur,Hingna APMC,Tomato,610.0,2026-02-12
Maharashtra,Ahmednagar,Rahata APMC,Green Chilli,6500.0,2026-02-12
Maharashtra,Satara,Satara APMC,Onion,1000.0,2026-02-12
Maharashtra,Nagpur,Kamthi APMC,Onion,2290.0,2026-02-12
Maharashtra,Kolhapur,Kolhapur APMC,Cabbage,800.0,2026-02-12
Maharashtra,Sholapur,Akluj APMC,Green Chilli,6000.0,2026-02-12
Maharashtra,Ahmednagar,Shevgaon APMC,Onion,350.0,2026-02-12
Maharashtra,Mumbai,Mumbai APMC,Tomato,1500.0,2026-02-12
Maharashtra,Pune,Pune(Moshi) APMC,Cabbage,850.0,2026-02-12
Maharashtra,Ahmednagar,Shevgaon APMC,Onion,1150.0,2026-02-12
Maharashtra,Nagpur,Nagpur APMC,Green Chilli,4250.0,2026-02-12
Maharashtra,Sangli,Vita APMC,Tomato,950.0,2026-02-12
Maharashtra,Sholapur,Mangal Wedha APMC,Green Chilli,5000.0,2026-02-12
Maharashtra,Nagpur,Hingna APMC,Carrot,1685.0,2026-02-12
Maharashtra,Kolhapur,Vadgaonpeth APMC,Tomato,1000.0,2026-02-12
Maharashtra,Nagpur,Nagpur APMC,Onion,1450.0,2026-02-12
Maharashtra,Jalgaon,Jalgaon APMC,Cabbage,500.0,2026-02-12
Maharashtra,Pune,Pune(Moshi) APMC,Potato,850.0,2026-02-12
Maharashtra,Ahmednagar,Shevgaon APMC,Onion,750.0,2026-02-12
Maharashtra,Nashik,Nasik APMC,Garlic,7000.0,2026-02-12
Maharashtra,Nagpur,Hingna APMC,Onion,1900.0,2026-02-12
Maharashtra,Ratnagiri,Ratnagiri (Nachane) APMC,Tomato,1100.0,2026-02-12
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market) APMC",Garlic,11000.0,2026-02-12
Maharashtra,Nagpur,Nagpur APMC,Tomato,825.0,2026-02-12
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Onion,2000.0,2026-02-12
Maharashtra,Pune,Junnar(Otur) APMC,Potato,900.0,2026-02-12
Maharashtra,Satara,Phaltan APMC,Green Chilli,6438.0,2026-02-12
Maharashtra,Thane,Kalyan APMC,Onion,1100.0,2026-02-12
Maharashtra,Kolhapur,Vadgaonpeth APMC,Onion,1700.0,2026-02-12
Maharashtra,Pune,Pune APMC,Cabbage,750.0,2026-02-12
Maharashtra,Thane,Kalyan APMC,Onion,1500.0,2026-02-12
Maharashtra,Nagpur,Hingna APMC,Cabbage,1062.0,2026-02-12
Maharashtra,Pune,Pune(Pimpri) APMC,Tomato,1450.0,2026-02-12
Maharashtra,Pune,Pune(Moshi) APMC,Onion,850.0,2026-02-12
Maharashtra,Satara,Lonand APMC,Onion,1000.0,2026-02-12
Maharashtra,Satara,Satara APMC,Green Chilli,5500.0,2026-02-12
Maharashtra,Mumbai,Vashi New Mumbai APMC,Onion,1250.0,2026-02-12
Maharashtra,Mumbai,Mumbai APMC,Cabbage,700.0,2026-02-12
Maharashtra,Jalgaon,Jalgaon APMC,Carrot,1200.0,2026-02-12
Maharashtra,Raigad,Panvel APMC,Tomato,3500.0,2026-02-12
Maharashtra,Satara,Vai APMC,Green Chilli,7500.0,2026-02-12
Maharashtra,Pune,Junnar(Narayangaon) APMC,Green Chilli,5300.0,2026-02-12
Maharashtra,Pune,Pune(Khadiki) APMC,Cabbage,1000.0,2026-02-12
Maharashtra,Nashik,Sinner APMC,Onion,900.0,2026-02-12
Maharashtra,Sholapur,Solapur APMC,Carrot,1000.0,2026-02-12
Maharashtra,Nagpur,Kalmeshwar APMC,Tomato,810.0,2026-02-12
Maharashtra,Jalgaon,Bhusaval APMC,Potato,1800.0,2026-02-12
Maharashtra,Pune,Pune(Manjri) APMC,Cabbage,700.0,2026-02-12
Maharashtra,Nashik,Yeola APMC,Onion,1000.0,2026-02-12
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Green Chilli,7000.0,2026-02-12
Maharashtra,Ahmednagar,Sangamner APMC,Tomato,700.0,2026-02-12
Maharashtra,Ahmednagar,Shrirampur APMC,Green Chilli,7000.0,2026-02-12
Maharashtra,Nashik,Kalvan APMC,Onion,1000.0,2026-02-12
Maharashtra,Nashik,Malharshree Farmers Producer Co Ltd APMC,Onion,1066.0,2026-02-12
Maharashtra,Pune,Junnar(Otur) APMC,Onion,1200.0,2026-02-12
Maharashtra,Ahmednagar,Ahmednagar APMC,Tomato,1000.0,2026-02-12
Maharashtra,Jalgaon,Jalgaon APMC,Green Chilli,6750.0,2026-02-12
Maharashtra,Pune,Pune(Khadiki) APMC,Onion,1050.0,2026-02-12
Maharashtra,Sholapur,Solapur APMC,Cabbage,500.0,2026-02-12
Maharashtra,Ahmednagar,Rahata APMC,Tomato,750.0,2026-02-12
Maharashtra,Kolhapur,Kolhapur APMC,Green Chilli,5000.0,2026-02-12
Maharashtra,Pune,Pune APMC,Onion,1000.0,2026-02-12
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Green Chilli,6000.0,2026-02-12
Maharashtra,Nashik,Nandgaon APMC,Onion,950.0,2026-02-12
Maharashtra,Sholapur,Akluj APMC,Cabbage,1000.0,2026-02-12
Maharashtra,Ahmednagar,Rahuri APMC,Carrot,1750.0,2026-02-12
Maharashtra,Nagpur,Kamthi APMC,Potato,2310.0,2026-02-12
Maharashtra,Ahmednagar,Shrirampur APMC,Carrot,1750.0,2026-02-12
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Carrot,1500.0,2026-02-12
Maharashtra,Jalgaon,Bhusaval APMC,Green Chilli,5000.0,2026-02-12
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Green Chilli,4000.0,2026-02-12
Maharashtra,Pune,Manchar APMC,Onion,870.0,2026-02-12
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Carrot,1500.0,2026-02-12
Maharashtra,Sholapur,Solapur APMC,Potato,1000.0,2026-02-12
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market) APMC",Potato,1200.0,2026-02-12
Maharashtra,Satara,Vaduj APMC,Potato,1300.0,2026-02-12
Maharashtra,Ahmednagar,Rahuri APMC,Tomato,1400.0,2026-02-12
Maharashtra,Pune,Khed(Chakan) APMC,Carrot,1500.0,2026-02-12
Maharashtra,Ahmednagar,Rahata APMC,Carrot,1500.0,2026-02-12
Maharashtra,Nagpur,Nagpur APMC,Potato,1100.0,2026-02-12
Maharashtra,Satara,Satara APMC,Potato,1200.0,2026-02-12
Maharashtra,Pune,Khed(Chakan) APMC,Onion,1200.0,2026-02-12
Maharashtra,Nashik,Nasik APMC,Potato,950.0,2026-02-12
Maharashtra,Sangli,Vita APMC,Potato,1550.0,2026-02-12
Maharashtra,Thane,Kalyan APMC,Potato,1200.0,2026-02-12
Maharashtra,Amarawati,Varud(Rajura Bazar) APMC,Green Chilli,5000.0,2026-02-12
Maharashtra,Ahmednagar,Ahmednagar APMC,Carrot,1600.0,2026-02-12
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,1200.0,2026-02-12
Maharashtra,Nagpur,Nagpur APMC,Garlic,11500.0,2026-02-12
Maharashtra,Nashik,Nasik APMC,Onion,1150.0,2026-02-12
Maharashtra,Nashik,Lasalgaon(Niphad) APMC,Onion,1175.0,2026-02-12
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Carrot,1200.0,2026-02-12
Maharashtra,Ahmednagar,Shrirampur APMC,Tomato,1250.0,2026-02-12
Maharashtra,Nashik,Lasalgaon APMC,Onion,1240.0,2026-02-12
Maharashtra,Nashik,Manmad APMC,Onion,950.0,2026-02-12
Maharashtra,Sholapur,Akluj APMC,Potato,1300.0,2026-02-12
Maharashtra,Nashik,Nampur APMC,Onion,1100.0,2026-02-12
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market) APMC",Garlic,11000.0,2026-02-13
Maharashtra,Nagpur,Hingna APMC,Green Chilli,6000.0,2026-02-13
Maharashtra,Ahmednagar,Shrirampur APMC,Tomato,1150.0,2026-02-13
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Onion,2000.0,2026-02-13
Maharashtra,Mumbai,Mumbai APMC,Pumpkin,1200.0,2026-02-13
Maharashtra,Nagpur,Kamthi APMC,Tomato,770.0,2026-02-13
Maharashtra,Satara,Vai APMC,Potato,1350.0,2026-02-13
Maharashtra,Satara,Patan APMC,Green Chilli,2500.0,2026-02-13
Maharashtra,Satara,Vai APMC,Tomato,1500.0,2026-02-13
Maharashtra,Nagpur,Kalmeshwar APMC,Green Chilli,4845.0,2026-02-13
Maharashtra,Jalgaon,Jalgaon APMC,Tomato,700.0,2026-02-13
Maharashtra,Pune,Pune(Khadiki) APMC,Tomato,1050.0,2026-02-13
Maharashtra,Pune,Pune(Khadiki) APMC,Potato,1000.0,2026-02-13
Maharashtra,Pune,Khed(Chakan) APMC,Green Chilli,7500.0,2026-02-13
Maharashtra,Sholapur,Mangal Wedha APMC,Onion,1200.0,2026-02-13
Maharashtra,Jalgaon,Bhusaval APMC,Potato,1800.0,2026-02-13
Maharashtra,Ahmednagar,Rahuri APMC,Onion,800.0,2026-02-13
Maharashtra,Nashik,Nasik APMC,Potato,900.0,2026-02-13
Maharashtra,Mumbai,Mumbai APMC,Carrot,1700.0,2026-02-13
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Cabbage,800.0,2026-02-13
Maharashtra,Pune,Pune(Moshi) APMC,Tomato,1500.0,2026-02-13
Maharashtra,Nashik,Chandvad APMC,Onion,980.0,2026-02-13
Maharashtra,Nagpur,Kamthi APMC,Cabbage,1270.0,2026-02-13
Maharashtra,Sangli,Palus APMC,Green Chilli,5000.0,2026-02-13
Maharashtra,Pune,Pune(Manjri) APMC,Tomato,1500.0,2026-02-13
Maharashtra,Jalgaon,Bhusaval APMC,Tomato,1500.0,2026-02-13
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Potato,1200.0,2026-02-13
Maharashtra,Sangli,Palus APMC,Tomato,1200.0,2026-02-13
Maharashtra,Ahmednagar,Rahata APMC,Potato,850.0,2026-02-13
Maharashtra,Pune,Junnar(Alephata) APMC,Onion,1350.0,2026-02-13
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Cabbage,1000.0,2026-02-13
Maharashtra,Ahmednagar,Parner APMC,Onion,1250.0,2026-02-13
Maharashtra,Sholapur,Akluj APMC,Tomato,1300.0,2026-02-13
Maharashtra,Ahmednagar,Rahata APMC,Onion,1200.0,2026-02-13
Maharashtra,Sangli,Palus APMC,Cabbage,700.0,2026-02-13
Maharashtra,Pune,Junnar(Otur) APMC,Green Chilli,7500.0,2026-02-13
Maharashtra,Ahmednagar,Om Chaitanya Multistate Agro Purpose CoOp Society  APMC,Onion,950.0,2026-02-13
Maharashtra,Pune,Pune APMC,Cabbage,750.0,2026-02-13
Maharashtra,Pune,Pune(Khadiki) APMC,Carrot,1400.0,2026-02-13
Maharashtra,Chattrapati Sambhajinagar,Lasur Station APMC,Onion,825.0,2026-02-13
Maharashtra,Kolhapur,Kolhapur APMC,Onion,1000.0,2026-02-13
Maharashtra,Kolhapur,Vadgaonpeth APMC,Onion,1400.0,2026-02-13
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Garlic,12000.0,2026-02-13
Maharashtra,Thane,Kalyan APMC,Potato,900.0,2026-02-13
Maharashtra,Ahmednagar,Shrirampur APMC,Carrot,1650.0,2026-02-13
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Pumpkin,1900.0,2026-02-13
Maharashtra,Nagpur,Kalmeshwar APMC,Cabbage,825.0,2026-02-13
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda) APMC,Onion,980.0,2026-02-13
Maharashtra,Jalgaon,Bhusaval APMC,Carrot,1200.0,2026-02-13
Maharashtra,Sholapur,Akluj APMC,Carrot,1500.0,2026-02-13
Maharashtra,Ratnagiri,Ratnagiri (Nachane) APMC,Cabbage,1100.0,2026-02-13
Maharashtra,Nashik,Sinner APMC,Onion,950.0,2026-02-13
Maharashtra,Ahmednagar,Rahata APMC,Green Chilli,7500.0,2026-02-13
Maharashtra,Nashik,Lasalgaon APMC,Onion,1200.0,2026-02-13
Maharashtra,Jalgaon,Bhusaval APMC,Cabbage,1500.0,2026-02-13
Maharashtra,Nashik,Nasik APMC,Carrot,1000.0,2026-02-13
Maharashtra,Pune,Pune(Manjri) APMC,Cabbage,700.0,2026-02-13
Maharashtra,Nashik,Manmad APMC,Onion,900.0,2026-02-13
Maharashtra,Sholapur,Solapur APMC,Carrot,1000.0,2026-02-13
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Potato,1050.0,2026-02-13
Maharashtra,Nagpur,Hingna APMC,Tomato,712.0,2026-02-13
Maharashtra,Ahmednagar,Sangamner APMC,Tomato,750.0,2026-02-13
Maharashtra,Ahmednagar,Sangamner APMC,Onion,1025.0,2026-02-13
Maharashtra,Pune,Pune(Moshi) APMC,Garlic,8500.0,2026-02-13
Maharashtra,Nashik,Nampur APMC,Onion,1100.0,2026-02-13
Maharashtra,Sholapur,Solapur APMC,Onion,800.0,2026-02-13
Maharashtra,Nashik,Chandvad APMC,Green Chilli,6100.0,2026-02-13
Maharashtra,Pune,Pune(Moshi) APMC,Carrot,2500.0,2026-02-13
Maharashtra,Sholapur,Akluj APMC,Potato,1200.0,2026-02-13
Maharashtra,Ahmednagar,Shevgaon APMC,Onion,1150.0,2026-02-13
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Garlic,10000.0,2026-02-13
Maharashtra,Sholapur,Mangal Wedha APMC,Green Chilli,5000.0,2026-02-13
Maharashtra,Pune,Pune(Moshi) APMC,Cabbage,900.0,2026-02-13
Maharashtra,Mumbai,Mumbai APMC,Tomato,1800.0,2026-02-13
Maharashtra,Pune,Pune(Pimpri) APMC,Cabbage,1150.0,2026-02-13
Maharashtra,Nashik,Nasik APMC,Onion,1100.0,2026-02-13
Maharashtra,Amarawati,Varud(Rajura Bazar) APMC,Green Chilli,6000.0,2026-02-13
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Carrot,1600.0,2026-02-13
Maharashtra,Thane,Kalyan APMC,Carrot,2250.0,2026-02-13
Maharashtra,Nagpur,Kamthi APMC,Onion,2310.0,2026-02-13
Maharashtra,Kolhapur,Vadgaonpeth APMC,Tomato,1000.0,2026-02-13
Maharashtra,Sholapur,Akluj APMC,Green Chilli,7000.0,2026-02-13
Maharashtra,Jalgaon,Jalgaon APMC,Cabbage,600.0,2026-02-13
Maharashtra,Nagpur,Kamthi APMC,Green Chilli,6330.0,2026-02-13
Maharashtra,Jalgaon,Jalgaon APMC,Green Chilli,3500.0,2026-02-13
Maharashtra,Pune,Junnar(Narayangaon) APMC,Onion,900.0,2026-02-13
Maharashtra,Thane,Kalyan APMC,Onion,1100.0,2026-02-13
Maharashtra,Nagpur,Kalmeshwar APMC,Tomato,1040.0,2026-02-13
Maharashtra,Chandrapur,Chandrapur(Ganjwad) APMC,Green Chilli,4000.0,2026-02-13
Maharashtra,Pune,Khed(Chakan) APMC,Onion,1200.0,2026-02-13
Maharashtra,Nagpur,Hingna APMC,Cabbage,1150.0,2026-02-13
Maharashtra,Pune,Pune(Pimpri) APMC,Tomato,1550.0,2026-02-13
Maharashtra,Thane,Kalyan APMC,Onion,1450.0,2026-02-13
Maharashtra,Raigad,Panvel APMC,Carrot,3750.0,2026-02-13
Maharashtra,Jalgaon,Bhusaval APMC,Green Chilli,5000.0,2026-02-13
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market) APMC",Potato,1200.0,2026-02-13
Maharashtra,Pune,Pune(Khadiki) APMC,Cabbage,950.0,2026-02-13
Maharashtra,Jalgaon,Jalgaon APMC,Carrot,1200.0,2026-02-13
Maharashtra,Mumbai,Vashi New Mumbai APMC,Onion,1150.0,2026-02-13
Maharashtra,Pune,Pune(Manjri) APMC,Onion,900.0,2026-02-13
Maharashtra,Thane,Kalyan APMC,Green Chilli,3750.0,2026-02-13
Maharashtra,Sholapur,Solapur APMC,Potato,1000.0,2026-02-13
Maharashtra,Nagpur,Kamthi APMC,Potato,2310.0,2026-02-13
Maharashtra,Pune,Pune APMC,Potato,900.0,2026-02-13
Maharashtra,Satara,Vai APMC,Green Chilli,7000.0,2026-02-13
Maharashtra,Nashik,Nasik APMC,Garlic,8000.0,2026-02-13
Maharashtra,Nashik,Nasik APMC,Green Chilli,8000.0,2026-02-13
Maharashtra,Sholapur,Solapur APMC,Cabbage,600.0,2026-02-13
Maharashtra,Sholapur,Solapur APMC,Green Chilli,5000.0,2026-02-13
Maharashtra,Jalgaon,Jalgaon APMC,Garlic,12000.0,2026-02-13
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Onion,1100.0,2026-02-13
Maharashtra,Jalgaon,Jalgaon APMC,Potato,1000.0,2026-02-13
Maharashtra,Pune,Pune(Moshi) APMC,Onion,800.0,2026-02-13
Maharashtra,Mumbai,Mumbai APMC,Cabbage,700.0,2026-02-13
Maharashtra,Thane,Kalyan APMC,Cabbage,1100.0,2026-02-13
Maharashtra,Mumbai,Vashi New Mumbai APMC,Potato,800.0,2026-02-13
Maharashtra,Nagpur,Hingna APMC,Onion,2000.0,2026-02-13
Maharashtra,Satara,Patan APMC,Tomato,1050.0,2026-02-13
Maharashtra,Raigad,Panvel APMC,Tomato,2750.0,2026-02-13
Maharashtra,Pune,Junnar(Narayangaon) APMC,Green Chilli,4900.0,2026-02-13
Maharashtra,Pune,Pune(Moshi) APMC,Potato,900.0,2026-02-13
Maharashtra,Pune,Pune(Moshi) APMC,Green Chilli,6000.0,2026-02-13
Maharashtra,Nashik,Pimpalgaon APMC,Tomato,605.0,2026-02-13
Maharashtra,Ahmednagar,Rahata APMC,Carrot,1700.0,2026-02-13
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Carrot,1250.0,2026-02-13
Maharashtra,Nashik,Dindori(Vani) APMC,Onion,1301.0,2026-02-13
Maharashtra,Pune,Khed(Chakan) APMC,Tomato,1100.0,2026-02-13
Maharashtra,Nagpur,Kamthi APMC,Pumpkin,1270.0,2026-02-13
Maharashtra,Mumbai,Mumbai APMC,Green Chilli,7500.0,2026-02-13
Maharashtra,Ahmednagar,Rahata APMC,Cabbage,750.0,2026-02-13
Maharashtra,Jalgaon,Bhusaval APMC,Onion,1200.0,2026-02-13
Maharashtra,Nashik,Yeola APMC,Onion,950.0,2026-02-13
Maharashtra,Chattrapati Sambhajinagar,Vaijpur APMC,Onion,1100.0,2026-02-13
Maharashtra,Nashik,Satana APMC,Onion,1060.0,2026-02-13
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Potato,1200.0,2026-02-13
Maharashtra,Pune,Pune APMC,Onion,1000.0,2026-02-13
Maharashtra,Pune,Pune APMC,Carrot,1500.0,2026-02-13
Maharashtra,Jalana,Jalana APMC,Potato,800.0,2026-02-13
Maharashtra,Pune,Khed APMC,Cabbage,900.0,2026-02-13
Maharashtra,Ahmednagar,Kopargaon APMC,Onion,1025.0,2026-02-13
Maharashtra,Nashik,Nasik APMC,Cabbage,883.0,2026-02-13
Maharashtra,Pune,Pune(Khadiki) APMC,Onion,1050.0,2026-02-13
Maharashtra,Pune,Pune APMC,Garlic,9500.0,2026-02-13
Maharashtra,Jalgaon,Jalgaon APMC,Onion,875.0,2026-02-13
Maharashtra,Ahmednagar,Shrirampur APMC,Garlic,6500.0,2026-02-13
Maharashtra,Sholapur,Laxmi Sopan Agriculture Produce Marketing Co Ltd APMC,Onion,1000.0,2026-02-13
Maharashtra,Ahmednagar,Shrirampur APMC,Green Chilli,6550.0,2026-02-13
Maharashtra,Ahmednagar,Karjat APMC,Onion,800.0,2026-02-13
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Green Chilli,5700.0,2026-02-13
Maharashtra,Pune,Junnar(Otur) APMC,Cabbage,550.0,2026-02-13
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market) APMC",Onion,1050.0,2026-02-13
Maharashtra,Nashik,Nasik APMC,Tomato,650.0,2026-02-13
Maharashtra,Sholapur,Akluj APMC,Cabbage,1000.0,2026-02-13
Maharashtra,Pune,Khed(Chakan) APMC,Carrot,1600.0,2026-02-13
Maharashtra,Nagpur,Hingna APMC,Potato,1100.0,2026-02-13
Maharashtra,Nashik,Chandvad APMC,Cabbage,500.0,2026-02-13
Maharashtra,Pune,Junnar(Narayangaon) APMC,Potato,750.0,2026-02-13
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Green Chilli,6250.0,2026-02-13
Maharashtra,Sholapur,Solapur APMC,Tomato,700.0,2026-02-13
Maharashtra,Jalana,Jalana APMC,Onion,900.0,2026-02-13
Maharashtra,Pune,Pune(Pimpri) APMC,Onion,1400.0,2026-02-13
Maharashtra,Ahmednagar,Rahata APMC,Garlic,8000.0,2026-02-13
Maharashtra,Pune,Pune(Khadiki) APMC,Green Chilli,3000.0,2026-02-13
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market) APMC,Tomato,850.0,2026-02-13
Maharashtra,Pune,Junnar(Narayangaon) APMC,Carrot,1450.0,2026-02-13
Maharashtra,Ahmednagar,Shrirampur APMC,Potato,1200.0,2026-02-13
Maharashtra,Ahmednagar,Shrirampur APMC,Cabbage,700.0,2026-02-13
Maharashtra,Sholapur,Mangal Wedha APMC,Tomato,800.0,2026-02-13
Maharashtra,Pune,Junnar(Narayangaon) APMC,Tomato,1250.0,2026-02-13
Maharashtra,Nashik,Lasalgaon(Vinchur) APMC,Onion,1150.0,2026-02-13
Maharashtra,Nashik,Lasalgaon(Niphad) APMC,Onion,1185.0,2026-02-13
Maharashtra,Pune,Junnar(Narayangaon) APMC,Cabbage,400.0,2026-02-13
Maharashtra,Nagpur,Kamthi APMC,Carrot,2780.0,2026-02-13
Maharashtra,Sholapur,Akluj APMC,Onion,900.0,2026-02-13
Maharashtra,Ratnagiri,Ratnagiri (Nachane) APMC,Green Chilli,6500.0,2026-02-13
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Onion,1125.0,2026-02-13
Maharashtra,Pune,Pune APMC,Green Chilli,6500.0,2026-02-13
