,,,,,,,Daily Price Arrival Report-07-11-2025 to 26-02-2026 for Maharashtra,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,500.00,"1,300.00",900.00,Rs./Quintal,72.00,Metric Tonnes,23-12-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,400.00","2,300.00","1,850.00",Rs./Quintal,88.90,Metric Tonnes,23-11-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,700.00,"1,200.00",950.00,Rs./Quintal,54.00,Metric Tonnes,23-02-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,800.00,"1,300.00","1,050.00",Rs./Quintal,55.00,Metric Tonnes,22-12-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,000.00","1,600.00","1,300.00",Rs./Quintal,91.00,Metric Tonnes,22-11-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,600.00,"1,000.00",800.00,Rs./Quintal,65.00,Metric Tonnes,22-01-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,700.00,"1,600.00","1,150.00",Rs./Quintal,89.00,Metric Tonnes,21-12-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,800.00,"1,000.00",900.00,Rs./Quintal,65.50,Metric Tonnes,21-02-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,800.00,"1,000.00",900.00,Rs./Quintal,45.00,Metric Tonnes,21-01-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,600.00,"1,500.00","1,050.00",Rs./Quintal,65.00,Metric Tonnes,20-12-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,200.00","1,600.00","1,400.00",Rs./Quintal,57.00,Metric Tonnes,20-11-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,700.00,"1,200.00",950.00,Rs./Quintal,47.00,Metric Tonnes,20-01-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,300.00","1,600.00","1,450.00",Rs./Quintal,53.00,Metric Tonnes,19-11-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,600.00,"1,200.00",900.00,Rs./Quintal,34.00,Metric Tonnes,19-01-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,800.00,"1,600.00","1,200.00",Rs./Quintal,112.00,Metric Tonnes,18-12-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,200.00","2,300.00","1,750.00",Rs./Quintal,66.00,Metric Tonnes,18-11-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,600.00,"1,200.00",900.00,Rs./Quintal,77.00,Metric Tonnes,18-02-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,600.00,"1,300.00",950.00,Rs./Quintal,84.00,Metric Tonnes,18-01-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,000.00","1,500.00","1,250.00",Rs./Quintal,77.00,Metric Tonnes,17-12-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,200.00","2,200.00","1,700.00",Rs./Quintal,88.90,Metric Tonnes,17-11-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,500.00,"1,300.00",900.00,Rs./Quintal,64.00,Metric Tonnes,17-01-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,200.00","1,700.00","1,450.00",Rs./Quintal,64.00,Metric Tonnes,16-12-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,200.00","1,600.00","1,400.00",Rs./Quintal,69.00,Metric Tonnes,16-11-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,900.00,"1,200.00","1,050.00",Rs./Quintal,46.90,Metric Tonnes,16-02-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,200.00","1,800.00","1,500.00",Rs./Quintal,102.00,Metric Tonnes,15-12-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,600.00","2,000.00","1,800.00",Rs./Quintal,96.00,Metric Tonnes,15-11-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,000.00","1,300.00","1,150.00",Rs./Quintal,82.00,Metric Tonnes,15-02-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,000.00","1,400.00","1,200.00",Rs./Quintal,39.00,Metric Tonnes,15-01-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,300.00","1,500.00","1,400.00",Rs./Quintal,97.00,Metric Tonnes,14-12-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,700.00,"1,400.00","1,050.00",Rs./Quintal,115.20,Metric Tonnes,14-02-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,000.00","1,500.00","1,250.00",Rs./Quintal,55.00,Metric Tonnes,14-01-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,400.00","2,000.00","1,700.00",Rs./Quintal,144.00,Metric Tonnes,13-12-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,000.00","1,800.00","1,400.00",Rs./Quintal,80.00,Metric Tonnes,13-11-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,650.00,"1,400.00","1,025.00",Rs./Quintal,69.00,Metric Tonnes,13-01-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,300.00","1,800.00","1,550.00",Rs./Quintal,55.90,Metric Tonnes,12-11-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,800.00,"1,000.00",900.00,Rs./Quintal,55.00,Metric Tonnes,12-02-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,600.00,"1,200.00",900.00,Rs./Quintal,59.00,Metric Tonnes,12-01-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,300.00","2,000.00","1,650.00",Rs./Quintal,57.00,Metric Tonnes,11-12-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,200.00","1,700.00","1,450.00",Rs./Quintal,76.00,Metric Tonnes,11-11-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,800.00,"3,200.00","1,050.00",Rs./Quintal,37.00,Metric Tonnes,11-02-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,500.00,"1,200.00",850.00,Rs./Quintal,105.00,Metric Tonnes,11-01-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,200.00","1,600.00","1,400.00",Rs./Quintal,94.00,Metric Tonnes,10-12-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,000.00","1,600.00","1,300.00",Rs./Quintal,133.00,Metric Tonnes,10-11-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,850.00,"1,250.00","1,050.00",Rs./Quintal,45.00,Metric Tonnes,10-02-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,500.00","2,000.00","1,750.00",Rs./Quintal,97.00,Metric Tonnes,09-12-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,000.00","1,700.00","1,350.00",Rs./Quintal,77.00,Metric Tonnes,09-11-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,000.00","1,500.00","1,250.00",Rs./Quintal,36.00,Metric Tonnes,09-02-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,200.00","2,000.00","1,600.00",Rs./Quintal,85.00,Metric Tonnes,08-12-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,600.00,900.00,750.00,Rs./Quintal,31.00,Metric Tonnes,08-02-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,800.00,"1,400.00","1,100.00",Rs./Quintal,69.00,Metric Tonnes,08-01-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,200.00","1,800.00","1,500.00",Rs./Quintal,79.90,Metric Tonnes,07-12-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,400.00","2,000.00","1,700.00",Rs./Quintal,82.00,Metric Tonnes,07-11-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,700.00,"1,200.00",950.00,Rs./Quintal,77.00,Metric Tonnes,07-01-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,608.00,"2,000.00","1,300.00",Rs./Quintal,75.00,Metric Tonnes,06-12-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,550.00,"1,400.00",975.00,Rs./Quintal,74.00,Metric Tonnes,06-01-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,700.00,"1,300.00","1,000.00",Rs./Quintal,54.00,Metric Tonnes,05-02-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,000.00","1,500.00","1,250.00",Rs./Quintal,84.00,Metric Tonnes,05-01-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,300.00","2,000.00","1,650.00",Rs./Quintal,76.90,Metric Tonnes,04-12-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,700.00,"1,000.00",850.00,Rs./Quintal,33.00,Metric Tonnes,04-02-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,000.00","1,500.00","1,250.00",Rs./Quintal,57.00,Metric Tonnes,04-01-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,200.00","1,500.00","1,350.00",Rs./Quintal,54.00,Metric Tonnes,03-12-2025
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,600.00,"1,000.00",800.00,Rs./Quintal,46.30,Metric Tonnes,03-02-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,700.00,"2,000.00","1,350.00",Rs./Quintal,86.50,Metric Tonnes,03-01-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,600.00,"1,200.00",900.00,Rs./Quintal,54.00,Metric Tonnes,02-02-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,850.00,"1,200.00","1,025.00",Rs./Quintal,57.00,Metric Tonnes,01-02-2026
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Vegetables,Potato,Other,Local,"1,200.00","1,400.00","1,300.00",Rs./Quintal,85.00,Metric Tonnes,01-01-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,800.00,"1,300.00","1,050.00",Rs./Quintal,5.30,Metric Tonnes,31-01-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,"1,000.00","1,200.00","1,100.00",Rs./Quintal,3.60,Metric Tonnes,30-12-2025
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,700.00,"1,300.00","1,000.00",Rs./Quintal,6.00,Metric Tonnes,30-01-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,800.00,"1,400.00","1,100.00",Rs./Quintal,5.30,Metric Tonnes,29-01-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,"1,200.00","1,200.00","1,200.00",Rs./Quintal,0.90,Metric Tonnes,27-12-2025
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,800.00,"1,200.00","1,000.00",Rs./Quintal,0.60,Metric Tonnes,26-12-2025
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,"1,000.00","1,200.00","1,100.00",Rs./Quintal,0.70,Metric Tonnes,25-12-2025
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,700.00,"1,500.00","1,100.00",Rs./Quintal,14.00,Metric Tonnes,25-02-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,600.00,"1,500.00","1,050.00",Rs./Quintal,13.80,Metric Tonnes,24-02-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,800.00,"1,200.00","1,000.00",Rs./Quintal,5.90,Metric Tonnes,23-01-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,"1,000.00","1,000.00","1,000.00",Rs./Quintal,3.70,Metric Tonnes,22-12-2025
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,400.00,"1,500.00",950.00,Rs./Quintal,29.90,Metric Tonnes,22-02-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,800.00,"1,300.00","1,050.00",Rs./Quintal,3.60,Metric Tonnes,22-01-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,500.00,"1,500.00","1,000.00",Rs./Quintal,8.30,Metric Tonnes,21-02-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,"1,100.00","1,200.00","1,150.00",Rs./Quintal,2.10,Metric Tonnes,21-01-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,"1,000.00","1,000.00","1,000.00",Rs./Quintal,2.30,Metric Tonnes,20-12-2025
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,500.00,"1,500.00","1,000.00",Rs./Quintal,19.50,Metric Tonnes,20-02-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,"1,000.00","1,000.00","1,000.00",Rs./Quintal,2.40,Metric Tonnes,19-12-2025
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,600.00,"1,400.00","1,000.00",Rs./Quintal,12.30,Metric Tonnes,19-02-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,"1,000.00","1,000.00","1,000.00",Rs./Quintal,2.20,Metric Tonnes,18-12-2025
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,700.00,"1,500.00","1,100.00",Rs./Quintal,15.80,Metric Tonnes,18-02-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,500.00,"1,400.00",950.00,Rs./Quintal,10.40,Metric Tonnes,18-01-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,600.00,"1,300.00",950.00,Rs./Quintal,13.80,Metric Tonnes,17-02-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,"1,000.00","1,400.00","1,200.00",Rs./Quintal,2.90,Metric Tonnes,17-01-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,"2,150.00","2,150.00","2,150.00",Rs./Quintal,1.10,Metric Tonnes,16-11-2025
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,700.00,"1,400.00","1,050.00",Rs./Quintal,2.70,Metric Tonnes,16-01-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,"1,000.00","1,600.00","1,300.00",Rs./Quintal,3.40,Metric Tonnes,15-01-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,500.00,"1,700.00","1,100.00",Rs./Quintal,14.10,Metric Tonnes,14-02-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,"1,000.00","1,000.00","1,000.00",Rs./Quintal,0.30,Metric Tonnes,14-01-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,700.00,"1,700.00","1,200.00",Rs./Quintal,8.40,Metric Tonnes,13-02-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,"1,000.00","1,500.00","1,250.00",Rs./Quintal,4.90,Metric Tonnes,13-01-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,500.00,"1,700.00","1,100.00",Rs./Quintal,13.60,Metric Tonnes,12-02-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,800.00,"1,500.00","1,150.00",Rs./Quintal,8.60,Metric Tonnes,11-02-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,800.00,"1,500.00","1,150.00",Rs./Quintal,14.90,Metric Tonnes,10-02-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,800.00,"1,200.00","1,000.00",Rs./Quintal,1.90,Metric Tonnes,10-01-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,900.00,"1,400.00","1,150.00",Rs./Quintal,4.00,Metric Tonnes,09-01-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,700.00,"1,500.00","1,100.00",Rs./Quintal,3.10,Metric Tonnes,08-01-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,"1,500.00","1,850.00","1,650.00",Rs./Quintal,0.50,Metric Tonnes,07-12-2025
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,500.00,"1,200.00",850.00,Rs./Quintal,3.90,Metric Tonnes,07-02-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,"1,000.00","1,500.00","1,250.00",Rs./Quintal,0.30,Metric Tonnes,07-01-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,800.00,"1,200.00","1,000.00",Rs./Quintal,6.30,Metric Tonnes,06-02-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,700.00,"1,300.00","1,000.00",Rs./Quintal,12.60,Metric Tonnes,05-02-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,600.00,"1,100.00",850.00,Rs./Quintal,3.20,Metric Tonnes,04-02-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,500.00,"1,000.00",750.00,Rs./Quintal,11.00,Metric Tonnes,03-02-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,700.00,"1,000.00",850.00,Rs./Quintal,4.00,Metric Tonnes,02-01-2026
Maharashtra,Dharashiv(Usmanabad),Dharashiv APMC,Vegetables,Potato,Other,Local,"1,000.00","1,200.00","1,100.00",Rs./Quintal,0.70,Metric Tonnes,01-01-2026
Maharashtra,Jalana,Jalana APMC,Vegetables,Potato,Other,Local,500.00,"1,950.00","1,200.00",Rs./Quintal,25.80,Metric Tonnes,28-11-2025
Maharashtra,Jalana,Jalana APMC,Vegetables,Potato,Other,Local,300.00,"2,000.00","1,050.00",Rs./Quintal,24.60,Metric Tonnes,22-12-2025
Maharashtra,Jalana,Jalana APMC,Vegetables,Potato,Other,Local,300.00,"2,000.00","1,000.00",Rs./Quintal,25.70,Metric Tonnes,20-12-2025
Maharashtra,Jalana,Jalana APMC,Vegetables,Potato,Other,Local,550.00,"2,000.00","1,100.00",Rs./Quintal,25.30,Metric Tonnes,19-11-2025
Maharashtra,Jalana,Jalana APMC,Vegetables,Potato,Other,Local,200.00,"1,500.00",800.00,Rs./Quintal,24.70,Metric Tonnes,13-02-2026
Maharashtra,Jalana,Jalana APMC,Vegetables,Potato,Other,Local,200.00,"1,300.00",700.00,Rs./Quintal,21.70,Metric Tonnes,05-02-2026
Maharashtra,Jalana,Jalana APMC,Vegetables,Potato,Other,Local,250.00,"1,600.00","1,000.00",Rs./Quintal,23.80,Metric Tonnes,03-01-2026
Maharashtra,Jalana,Jalana APMC,Vegetables,Potato,Other,Local,480.00,"1,910.00","1,200.00",Rs./Quintal,30.10,Metric Tonnes,01-12-2025
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,500.00","2,000.00","1,800.00",Rs./Quintal,3.70,Metric Tonnes,31-12-2025
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,800.00","2,000.00","2,000.00",Rs./Quintal,0.90,Metric Tonnes,31-01-2026
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,500.00","2,000.00","1,800.00",Rs./Quintal,3.10,Metric Tonnes,30-12-2025
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,500.00","2,000.00","1,800.00",Rs./Quintal,3.60,Metric Tonnes,30-11-2025
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,500.00","2,000.00","1,800.00",Rs./Quintal,7.60,Metric Tonnes,30-01-2026
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,500.00","2,000.00","1,800.00",Rs./Quintal,10.70,Metric Tonnes,29-11-2025
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,500.00","2,000.00","1,800.00",Rs./Quintal,0.80,Metric Tonnes,29-01-2026
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,500.00","2,000.00","1,800.00",Rs./Quintal,3.90,Metric Tonnes,28-12-2025
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,600.00","2,000.00","1,800.00",Rs./Quintal,5.20,Metric Tonnes,28-01-2026
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,300.00","2,000.00","1,800.00",Rs./Quintal,7.50,Metric Tonnes,27-12-2025
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,500.00","2,000.00","1,800.00",Rs./Quintal,3.60,Metric Tonnes,27-11-2025
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,500.00","2,000.00","1,800.00",Rs./Quintal,6.60,Metric Tonnes,27-01-2026
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,500.00","2,000.00","1,800.00",Rs./Quintal,6.70,Metric Tonnes,26-12-2025
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,000.00","1,500.00","1,200.00",Rs./Quintal,8.40,Metric Tonnes,26-02-2026
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"2,000.00","2,000.00","2,000.00",Rs./Quintal,0.10,Metric Tonnes,25-12-2025
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,300.00","2,000.00","1,800.00",Rs./Quintal,6.70,Metric Tonnes,25-11-2025
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,000.00","1,500.00","1,200.00",Rs./Quintal,7.90,Metric Tonnes,25-02-2026
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,500.00","2,000.00","1,800.00",Rs./Quintal,5.10,Metric Tonnes,25-01-2026
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,500.00","2,000.00","1,800.00",Rs./Quintal,3.60,Metric Tonnes,24-12-2025
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,000.00","1,500.00","1,200.00",Rs./Quintal,7.20,Metric Tonnes,24-02-2026
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,500.00","2,000.00","1,800.00",Rs./Quintal,5.30,Metric Tonnes,24-01-2026
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,500.00","2,000.00","1,800.00",Rs./Quintal,3.80,Metric Tonnes,23-12-2025
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,500.00","2,000.00","1,800.00",Rs./Quintal,5.40,Metric Tonnes,23-11-2025
Maharashtra,Jalgaon,Bhusaval APMC,Vegetables,Potato,Other,Local,"1,400.00","2,000.00","1,600.00",Rs./Quintal,0.90,Metric Tonnes,23-01-2026
